pde,setting,simp_v_mean,simp_v_std,pde_find_mean,pde_find_std,improvement_x
kdv,gaussian_0.05,87.29997253417969,2.46734914984336,100.0,0.0,1.1454757326624359
burgers,gaussian_0.05,10.972673416137695,0.6681880307373648,100.0,0.0,9.113549288082185
ks,gaussian_0.05,3.4699122111002603,1.450963218697132,99.95210023192267,0.06774050164949118,28.805368594679596
schrodinger,gaussian_0.05,12.509151617685953,9.250384293140685,99.01715337390783,0.1510264035636189,7.915577043123636
nls,gaussian_0.05,23.364200592041016,6.128242738659425,99.82461843566048,0.15084857068775462,4.272545856743997
